"n","replication","tau","kappa","estimator","Delta","a_false","W_false","rejected_false","rejection","false_acceptance","power_evaluation_failed"
500,1,0.1,1,"Oracle-GMM",-1,-1.2815515655446,22.390729745177,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Oracle-GMM",-0.5,-0.781551565544601,10.1884750165771,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Oracle-GMM",-0.25,-0.531551565544601,2.52188997988782,FALSE,FALSE,1,FALSE
500,1,0.1,1,"Oracle-GMM",0.25,-0.0315515655446008,10.2023342616018,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Oracle-GMM",0.5,0.218448434455399,11.9320299537425,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Oracle-GMM",1,0.718448434455399,15.3521857966173,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Full-GMM",-1,-1.2815515655446,12.8076862731532,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Full-GMM",-0.5,-0.781551565544601,17.4166169050646,TRUE,TRUE,0,FALSE
500,1,0.1,1,"Full-GMM",-0.25,-0.531551565544601,4.74262058787585,FALSE,FALSE,1,FALSE
500,1,0.1,1,"Full-GMM",0.25,-0.0315515655446008,1.59407787137934,FALSE,FALSE,1,FALSE
500,1,0.1,1,"Full-GMM",0.5,0.218448434455399,4.17649412662716,FALSE,FALSE,1,FALSE
500,1,0.1,1,"Full-GMM",1,0.718448434455399,12.1906085322078,TRUE,TRUE,0,FALSE
500,1,0.1,1,"DML-IVQR-BC",-1,-1.2815515655446,20.456196062181,TRUE,TRUE,0,FALSE
500,1,0.1,1,"DML-IVQR-BC",-0.5,-0.781551565544601,10.0916861574425,TRUE,TRUE,0,FALSE
500,1,0.1,1,"DML-IVQR-BC",-0.25,-0.531551565544601,0.47702401732509,FALSE,FALSE,1,FALSE
500,1,0.1,1,"DML-IVQR-BC",0.25,-0.0315515655446008,1.1017289739935,FALSE,FALSE,1,FALSE
500,1,0.1,1,"DML-IVQR-BC",0.5,0.218448434455399,2.06895858883989,FALSE,FALSE,1,FALSE
500,1,0.1,1,"DML-IVQR-BC",1,0.718448434455399,5.97411358279948,FALSE,FALSE,1,FALSE
